courseName	universityName	facultyName	isItFullTime	description	startDate	modality	duration	fees	country	city	administration	url
Engineering with Management - MSc	University of Bristol	Faculty of Engineering	Part Time	The MSc in Engineering with Management is designed for graduates who wish to combine leading-edge knowledge in management practices and state-of-the-art practical advances to lead in the new era of engineering and technology.This unique, one-year masters degree in Engineering with Management combines the foundations of management for engineering and technology, with the opportunity to pursue one of three specialist pathways.With world-leading companies including Arup, Babcock, DNV-GL, GKN, Airbus, Rolls-Royce and the National Composite Centre on our doorstep, we have placed industry at the heart of the vision for this programme and each of its three pathways:	September	MSc	1 year full-time	FeesPlease see the university website for further information on fees for this course.	United Kingdom	Bristol	On Campus	https://www.findamasters.com/masters-degrees/course/engineering-with-management-msc/?i287d6200c59035
