courseName	universityName	facultyName	isItFullTime	description	startDate	modality	duration	fees	country	city	administration	url
Management with Communication MSc	University of Huddersfield	Huddersfield Business School	0.0	A Masters in Management offers a wide and flexible range of options and is an excellent opportunity for those from a variety of backgrounds to acquire awareness and insight into professional management principles and practice.This course specialises in the strategic importance of communication for contemporary organisations and its impact on society.	September, January	MSc	1 year full-time	FeesBand 3 UK fees: Please see the university website for further information on fees for this course. International fees: Please see the university website for further information on fees for this course.	United Kingdom	Huddersfield	On Campus	https://www.findamasters.com/masters-degrees/course/management-with-communication-msc/?i314d1135c56244
