courseName	universityName	facultyName	isItFullTime	description	startDate	modality	duration	fees	country	city	administration	url
Economics - MSc	University of Birmingham	Birmingham Business School	Part Time	Specialised courses in economic theory and econometrics will give you a sophisticated understanding of policy issues as you prepare for your career in the industry. Our programme will provide you with an excellent set of specialist and transferable	September	MSc	1 Year Full Time	FeesPlease see the university website for further information on fees for this course.	United Kingdom	Birmingham	On Campus	https://www.findamasters.com/masters-degrees/course/economics-msc/?i282d4294c30347
