courseName	universityName	facultyName	isItFullTime	description	startDate	modality	duration	fees	country	city	administration	url
Marketing Management MSc	University of Chester	Business and Management	0.0	Our course offers aspiring and developing managers the opportunity to gain valuable knowledge, skills and understanding of marketing management that can help you make a positive difference for future employers.Course overviewThe effective marketing of an organisation’s products and services is critical to its success. Our Marketing Management course aims to help you develop your skills, knowledge and competencies in international marketing management and planning digital marketing communications, thereby enabling you to effectively contribute to the success of the business.	See Course	MSc	1 year full-time; 2 years part-time	FeesPlease see the university website for further information on fees for this course.	United Kingdom	Chester	On Campus	https://www.findamasters.com/masters-degrees/course/marketing-management-msc/?i292d4965c16966
