courseName	universityName	facultyName	isItFullTime	description	startDate	modality	duration	fees	country	city	administration	url
Film Curation - MSc	University of Glasgow	College of Arts & Humanities	0.0	This Masters in Film Curation offers you the opportunity to explore film curation in a variety of theoretical, historical and practical contexts. ﻿It investigates the material qualities of audio-visual media and explores the history and contemporary practice of projection and exhibition. In the core courses and beyond, we encourage you to adopt ethical academic and professional approaches and pay close attention to issues of identity, power, and access in your work. Throughout the programme you’ll get to work alongside industry-leading experts in film curation through workshops and placements, and you’ll be encouraged to respond creatively in both academic and practical exercises.	September	MSc	1 year full-time; 2 years part-time	FeesPlease see the university website for further information on fees for this course.	United Kingdom	Glasgow	On Campus	https://www.findamasters.com/masters-degrees/course/film-curation-msc/?i307d4953c43677
