courseName	universityName	facultyName	isItFullTime	description	startDate	modality	duration	fees	country	city	administration	url
Air Transport Management MSc	City, University of London	School of Science and Technology	0.0	Key informationWith increased competition, technological and regulatory changes, every organisation needs a team of up-to-date managers ready to step up to fill leadership roles. This MSc course will give you the opportunity to learn the latest management techniques and transform your career in air transport management.	November, February	MSc	3 years (3-5 years) part time	FeesPlease see the university website for further information on fees for this course.	United Kingdom	London	On Campus	https://www.findamasters.com/masters-degrees/course/air-transport-management-msc/?i393d8904c470
