courseName	universityName	facultyName	isItFullTime	description	start_data	modality	duration	fees	country	city	administrator
Chemistry - MSc	University of Glasgow	College of Science and Engineering	False	The Masters in Chemistry will extend your depth and breadth of knowledge in all branches of chemistry, suitable for a professional chemist capable of conducting	September	MSc	1 year full-time	FeesPlease see the university website for further information on fees for this course.	United Kingdom	Glasgow	On Campus
