courseName	universityName	facultyName	isItFullTime	description	start_data	modality	duration	fees	country	city	administrator
Chemical Engineering MSc	University of Groningen	Science and Engineering	False	How can you increase the sustainability of a chemical process? How can you make useful products from biomass waste?How can you design a catalyst to convert the greenhouse gas CO2 into a biodegradable polymer? How can you use electricity to generate hydrogen from water? How can you recycle used car tyres into a waterproof rubber coating? How can you develop a new polymer that helps oil recovery from underground reservoirs?These are some of the interesting questions you will be able to answer once you have completed the Master's degree programme in Chemical Engineering in Groningen. The two-year programme offers a core programme and then the choice between four specialisations: Advanced Process Technology, Bio-based Products, Industrial Catalysis and Polymeric Products.	September, February	MSc	2 years full time	FeesPlease see the university website for further information on fees for this course.	Netherlands	Groningen	On Campus
