courseName	universityName	facultyName	isItFullTime	description	start_data	modality	duration	fees	country	city	administrator
Addictions MSc	King’s College London	Institute of Psychiatry, Psychology and Neuroscience	False	Join us for an online session for prospective students to find out about our MSc Addictions course. The online session will take place Wednesday 17th May 12 - 12.45pm. Book onlineOur Addiction Studies course provides postgraduate education in addictions, with a particular emphasis on recent biological, psychological and socio-environmental advances in the conceptualisation of drug use and addiction and its effective prevention. Your theoretical understanding of the subject will be positioned within the context of policy development, focusing on facilitating the transfer of knowledge and skills to the workplace.	September	MSc	One year FT	FeesPlease see the university website for further information on fees for this course.	United Kingdom	London	On Campus
