courseName	universityName	facultyName	isItFullTime	description	start_data	modality	duration	fees	country	city	administrator
Analytical Toxicology MSc	King’s College London	Faculty of Life Sciences & Medicine	False	The Analytical Toxicology MSc is a unique study course that integrates theoretical and practical aspects of analytical science with clinical and forensic toxicology. This course will provide you with a detailed knowledge and comprehensive understanding of advanced analytical toxicology and its applications.	See Course	MSc	Full-time: One year	FeesPlease see the university website for further information on fees for this course.	United Kingdom	London	On Campus
