courseName	universityName	facultyName	isItFullTime	description	start_data	modality	duration	fees	country	city	administrator
Advanced Chemical Engineering - MSc	University of Leeds	School of Chemical and Process Engineering	False	The Advanced Chemical Engineering MSc at Leeds will build on the core foundations you’ve learned already in chemical engineering, advancing your skills in this continually evolving discipline.The course has been specifically designed to provide greater depth in aspects of advanced chemical engineering and a range of up-to-date process technologies. These will enable you to design, operate and manage processes and associated manufacturing plants whilst providing leadership in innovation, research and development and technology transfer.	September	MSc	1 year full time	FeesUK: £13,750 (Total) International: £31,000 (Total)	United Kingdom	Leeds	On Campus
