courseName	universityName	facultyName	isItFullTime	description	start_data	modality	duration	fees	country	city	administrator
Applied Physics MSc	University of Groningen	Science and Engineering	False	Do you want to contribute to the development of computer devices that operate like a human brain? Design semi-conductor materials for the future's high-efficiency solar cells? Create an anti-icing coating for drones and airplanes? Fabricate materials that transform waste heat into electricity?Understand why ceramic micro-/nanostructures do not break easily? Make graphene nano-devices for next-generation high-speed electronics?	February, September	MSc	2 years full time	FeesPlease see the university website for further information on fees for this course.	Netherlands	Groningen	On Campus
